bodyparts,beak,beak,beak,tail,tail,tail,left_wing,left_wing,left_wing,right_wing,right_wing,right_wing,head,head,head,back,back,back
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
18027,667.25146,66.66113,0.75097656,608.5469,183.96094,1,629.4365,91.95236,0.75634766,655.48047,105.05469,0.7338867,657.0586,75.87073,0.8833008,641.8672,106.32324,1
18028,667.19336,66.71973,0.75390625,608.53516,183.94922,1,629.61816,91.95236,0.7529297,655.72656,105.05469,0.7348633,657.0586,75.97774,0.890625,640.2207,105.93359,1
18029,667.1929,66.73828,0.7597656,608.53516,183.81445,1,629.61816,91.95236,0.75390625,655.76953,105.05469,0.7416992,657.03906,75.97774,0.8911133,640.2207,105.78906,1
18030,667.1426,66.75098,0.75927734,608.5625,183.63281,1,629.64453,91.8501,0.7626953,655.98047,105.00781,0.7626953,657.0293,75.98273,0.8901367,640.2207,105.765625,1
18031,665.23047,66.75098,0.72265625,609.5469,183.55078,1,629.64453,91.8501,0.77783203,656.0254,104.734375,0.7729492,657.03906,75.97774,0.8691406,640.3613,105.765625,1
18032,662.2012,66.75098,0.72216797,610.21875,183.49023,1,629.5752,91.8501,0.78759766,656.20703,104.48828,0.7548828,656.31445,75.86694,0.90234375,640.5176,105.75195,1
18033,656.93945,64.74414,0.5488281,610.6328,183.55078,0.9916992,628.8755,92.05472,0.7919922,656.20703,104.421875,0.72998047,656.0781,73.54297,0.93310547,640.5176,105.68164,1
18034,651.6504,59.16797,0.5439453,612.3479,183.63281,0.9248047,628.29614,92.05472,0.75927734,656.20703,103.25,0.7338867,655.375,69.36719,0.85546875,640.56836,105.68164,1
18035,650.8164,56.125,0.640625,614.5254,184.17773,0.97558594,628.05457,92.05472,0.72314453,655.2539,101.453125,0.7236328,655.05664,67.17822,0.8359375,640.8594,105.33789,0.96972656
18036,649.50977,53.117188,0.6225586,616.60156,184.61328,0.9838867,627.4385,92.05472,0.70410156,654.9961,100.63965,0.6977539,652.3042,63.867188,0.80126953,641.7656,104.921875,0.93115234
18037,643.01904,47.64453,0.6923828,618.3125,184.91797,1,626.83105,92.05472,0.67089844,654.6953,100.3584,0.6567383,649.9414,61.316406,0.7060547,641.7656,104.921875,0.93066406
18038,641.5664,47.64453,0.73583984,620.0665,184.9336,1,626.69727,92.71631,0.65771484,654.1289,100.3584,0.6425781,646.4863,61.316406,0.6958008,641.7656,105.33789,0.9165039
18039,641.29297,47.64453,0.7241211,620.3093,185.26562,1,626.041,93.58984,0.6459961,653.8789,100.3584,0.6142578,644.2505,61.316406,0.7207031,640.91797,105.82422,0.91503906
18040,641.29297,47.72461,0.7109375,620.6138,185.26562,1,625.625,93.86426,0.6508789,653.8203,100.45068,0.6245117,644.2505,61.37207,0.7089844,640.71484,106.15332,0.92041016
18041,641.29297,48,0.70996094,622.4961,186.85645,1,625.11523,93.89844,0.66259766,653.7617,100.45068,0.64697266,644.2505,62.058594,0.7163086,640.6758,106.15332,0.9345703
18042,641.46094,48.60547,0.7001953,622.4961,187.22656,1,624.7168,93.89844,0.6928711,653.7617,100.54053,0.6772461,645.0049,62.73047,0.7006836,640.6758,106.15332,0.9511719
18043,643.13525,52.221313,0.76708984,622.4961,187.4414,1,624.7168,93.89844,0.7001953,653.64844,100.56152,0.67529297,645.2637,65.59375,0.7338867,640.6758,106.09961,0.9482422
18044,643.43066,52.447754,0.79248047,622.2871,187.64282,1,624.7168,93.89844,0.69970703,653.64844,100.56152,0.6699219,645.5127,65.88281,0.75,640.6758,106.09961,0.9472656
18045,643.5508,52.59961,0.7915039,622.1738,187.66309,1,624.74805,93.94629,0.6948242,653.6406,100.60205,0.66845703,645.8574,65.88281,0.74560547,640.6758,106.09961,0.9609375
18046,643.62085,52.9458,0.7895508,621.6875,187.66309,1,624.80664,94.07031,0.6899414,653.5508,100.85547,0.6669922,646.0762,65.88281,0.7294922,640.6758,106.37695,0.9584961
18047,643.8824,53.432617,0.7753906,621.3418,187.66309,1,624.8867,94.072266,0.69189453,653.15625,101.23242,0.6533203,646.5703,65.33008,0.7270508,640.5586,106.39746,0.9638672
18048,644.03467,53.53125,0.77246094,620.6836,187.66309,1,624.89844,94.22266,0.6791992,653.0117,101.5459,0.63964844,646.6875,65.33008,0.7182617,640.51953,106.543945,0.9560547
18049,644.05054,53.796875,0.77783203,620.20276,187.87524,1,624.89844,94.24609,0.6870117,652.91797,101.57715,0.6508789,647.0781,65.33008,0.73583984,640.4297,106.65527,0.96435547
18050,644.0597,53.808594,0.77441406,619.30176,187.89532,1,624.89844,94.24609,0.6826172,652.8164,101.61426,0.63916016,647.1406,65.4668,0.7216797,640.3281,106.65527,0.96533203
18051,644.2229,54.20508,0.78271484,619.0259,187.89532,1,624.8613,94.24609,0.67626953,652.6289,101.61426,0.6328125,647.20703,65.4668,0.7314453,640.27734,106.65527,0.9667969
18052,645.50586,54.695312,0.7602539,619.0259,187.89532,1,624.85547,94.103516,0.68310547,652.47656,101.61426,0.6401367,647.3203,65.49414,0.74121094,640.1289,106.50488,0.96728516
18053,653.26953,56.65625,0.40234375,619.0259,187.8512,1,624.85547,93.13086,0.7270508,652.25,101.30469,0.69140625,649.4238,65.71484,0.7607422,639.7363,105.8125,0.95947266
18054,663.8008,58.754883,0.63427734,619.9734,187.52979,1,624.85547,91.81433,0.7421875,652.25,101.2207,0.6958008,652.5996,65.79297,0.86376953,639.4785,104.44922,0.94873047
18055,665.6621,61.282227,0.6557617,620.92773,187.40332,1,624.85547,91.29053,0.7583008,652.16016,100.97119,0.73828125,652.8457,68.10516,0.96191406,639.39844,103.84375,0.9663086
18056,669.77734,65.67383,0.64160156,620.92773,187.02002,1,624.85547,90.518555,0.75927734,652.16016,100.97119,0.7348633,653.3047,71.0293,0.98779297,639.3281,103.08203,0.9638672
18057,672.1543,68.1853,0.76904297,620.92773,186.48145,1,625.1387,89.52539,0.74853516,652.16016,100.97119,0.71484375,654.3867,71.890625,0.9370117,639.3281,102.68359,0.9873047
18058,673.6914,69.3125,0.79248047,619.96277,186.08594,1,625.541,88.88672,0.74658203,652.2578,101.48633,0.7011719,655.416,72.271484,0.91796875,639.4453,102.67578,0.97802734
18059,673.7715,70.55664,0.7939453,617.8418,185.54102,1,626.3428,88.69922,0.7368164,652.2578,101.711914,0.6801758,655.6758,72.29883,0.8989258,639.4453,102.64453,0.9824219
18060,673.8379,70.88086,0.80810547,616.51953,185.00781,0.99365234,627.0049,88.69922,0.7421875,652.4297,101.87305,0.69384766,655.75,72.271484,0.91259766,639.7715,102.453125,0.9770508
18061,673.8633,70.90625,0.8120117,616.16797,184.48242,0.99658203,627.39355,88.69922,0.7392578,652.9492,102.015625,0.70751953,655.75,72.259766,0.9111328,640.40625,102.453125,0.9638672
18062,673.87695,70.90625,0.8105469,615.6992,183.78516,1,627.93665,88.88867,0.7475586,654.09766,102.228516,0.73339844,655.75,72.259766,0.90771484,641.6172,102.453125,0.9658203
18063,673.87695,70.896484,0.81640625,615.625,183.42188,1,628.26416,89.28516,0.76220703,654.9375,102.59961,0.7553711,655.75,72.259766,0.91015625,641.7539,102.78125,0.97802734
18064,673.87695,70.88086,0.81933594,615.41406,182.98438,0.99072266,628.8613,89.78711,0.75634766,655.41797,102.82422,0.7504883,655.75,72.259766,0.90722656,642.5166,102.9375,0.95996094
18065,673.8926,70.759766,0.8256836,615.2383,182.97656,0.98876953,629.6045,89.99609,0.7519531,655.98047,102.83594,0.76708984,658.4922,73.69922,0.9086914,642.6328,103.32031,0.9584961
18066,673.8926,70.69922,0.8339844,614.5156,182.625,0.9658203,630.2637,90.634766,0.74316406,656.5625,102.83594,0.78466797,658.5117,73.69922,0.9145508,643.1284,103.71484,0.97314453
18067,673.9082,70.67383,0.8383789,614.3926,181.91797,0.96875,630.7949,91.49805,0.7167969,657.1367,102.82422,0.7651367,658.6875,73.69922,0.9199219,643.1284,103.71875,0.96728516
18068,673.9082,70.42383,0.8173828,614.2539,181.78027,0.98339844,631.8281,91.73218,0.67089844,657.42773,102.73047,0.72314453,658.71875,73.58594,0.9116211,643.2529,103.87109,0.9326172
18069,673.8789,70.23828,0.8251953,614.2285,181.56445,1,632.6211,92.708984,0.6220703,658.3457,102.73047,0.68652344,658.71875,73.28516,0.9135742,644.1643,104.23242,0.9350586
18070,673.81055,70.14453,0.82910156,613.4961,181.51855,1,632.86914,92.7793,0.57470703,659.36914,102.73047,0.6171875,658.71875,73.28516,0.9194336,644.9795,104.734375,0.91259766
18071,673.8789,70.14453,0.83935547,610.2617,180.14905,1,634.6299,97.97461,0.5800781,660.54297,103.71484,0.61376953,658.4961,73.15234,0.93115234,646.84375,106.674805,0.89453125
18072,673.8789,70.14453,0.8359375,608.1289,178.86621,1,636.58594,99.30859,0.5546875,662.34766,104.16406,0.5600586,658.4961,73.15234,0.93310547,648.20703,106.85547,0.85058594
18073,674.6426,70.68164,0.8432617,606.7383,177.59766,1,638.2871,100.03174,0.52246094,663.7637,104.82422,0.53515625,658.4961,74.22266,0.96240234,651.4375,107.56055,0.8276367
18074,676.7031,71.76172,0.7988281,605.0508,174.99219,1,643.4678,100.03174,0.46923828,669.02637,104.98047,0.4729004,658.7783,74.32324,0.9536133,652.9863,107.94357,0.7763672
18075,681.29297,73.16016,0.7470703,604.4573,173.9375,1,645.4199,100.03174,0.50146484,670.7344,108.35791,0.44335938,662.59766,76.45776,0.89208984,654.8965,107.56055,0.7792969
18076,686.6738,74.08594,0.69189453,603.63354,172.63672,0.9824219,647.0332,98.6416,0.53808594,674.78613,109.04297,0.60791016,669.89844,76.816895,0.77246094,657.8574,107.94357,0.8491211
18077,692.46924,77.89844,0.65185547,602.6836,168.51953,0.90185547,652.4087,98.018555,0.5805664,675.8325,109.80664,0.62597656,673.5664,79.083984,0.8925781,660.5635,107.94357,0.87890625
18078,696.2168,84.96533,0.6230469,602.6836,165.85156,0.85058594,655.90625,96.77539,0.6279297,677.9424,112.125,0.6484375,680.0508,84.60547,0.85253906,663.1133,107.94357,0.8378906
18079,705.69727,90.80664,0.96972656,602.6836,163.63843,0.8359375,663.74023,96.77539,0.6669922,678.39453,116.12311,0.57470703,687.3535,86.68164,0.92871094,667.5989,108.54297,0.7529297
18080,712.66797,97.990234,0.93847656,603.7529,161.66406,0.8256836,668.03906,96.146484,0.63964844,680.6797,120.67578,0.4482422,691.0918,88.85156,0.91259766,671.7285,108.74805,0.7636719
18081,716.8242,102.63281,0.9291992,604.562,159.82812,0.78222656,672.1289,96.146484,0.6279297,688.0254,122.390625,0.5341797,700.12244,90.81445,0.859375,675.30615,109.16016,0.7167969
18082,724.9155,107.36035,1,608.18945,157.66016,0.8408203,678.64453,96.146484,0.6328125,690.91504,124.480225,0.5830078,703.9219,94.416016,0.90625,678.22656,110.03125,0.6791992
18083,729.6875,109.94043,1,608.81055,156.35767,0.8330078,680.52344,96.68555,0.6923828,690.91504,126.51172,0.54296875,708.5293,97.01953,0.8666992,680.6914,110.453125,0.6791992
18084,732.51465,112.6543,1,609.416,154.60645,0.7919922,683.0547,96.740234,0.73876953,690.97266,126.81641,0.49243164,711.5781,99.534424,0.8725586,683.64307,111.09375,0.703125
18085,734.459,113.14258,1,611.1636,151.0039,0.74316406,685.35156,96.77344,0.6743164,691.1904,127.01172,0.4169922,714.29395,100.60986,0.89404297,685.08984,111.90625,0.6542969
18086,734.6289,114.97949,1,613.57227,146.03516,0.70996094,685.8418,96.79297,0.61572266,692.02563,127.359375,0.48046875,716.14075,100.70752,0.87890625,686.7969,112.41406,0.7138672
18087,734.64844,115.16748,1,613.69336,141.97461,0.74560547,692.0239,97.5332,0.5986328,694.0293,128.16797,0.4970703,717.7549,101.069336,0.86328125,688.1797,113.00391,0.7290039
18088,735.46484,115.16748,1,616.5156,139.41943,0.7324219,693.69824,98.512695,0.61865234,702.46484,128.375,0.5541992,718.91406,101.31055,0.84375,689.4961,113.78125,0.71972656
18089,735.83203,115.16748,1,618.9385,137.9082,0.8798828,695.3633,99.868164,0.6298828,703.7383,128.67969,0.5595703,719.2871,101.86133,0.8330078,690.0664,114.146484,0.70214844
18090,736.1992,114.9541,1,621.45703,134.83594,0.8540039,696.16016,101.23633,0.65625,703.7383,128.67969,0.6254883,719.2871,102.291016,0.8339844,693.74316,114.59766,0.7241211
18091,736.65234,114.71094,1,625.1172,131.67871,0.74902344,696.16016,102.16992,0.60253906,703.7383,129.4414,0.6386719,719.2871,102.8418,0.8203125,696.1211,115.86731,0.7314453
18092,736.65234,114.50781,1,630.01953,129.17969,0.56347656,696.65234,103.16797,0.5332031,705.9746,129.4414,0.4777832,718.08984,103.30078,0.82421875,696.9883,116.40283,0.68115234
18093,736.7344,114.50781,0.9692383,632.26953,127.41016,0.83203125,697.5,105.70117,0.58154297,707.0864,131.22705,0.50683594,718.08984,104.00391,0.8354492,697.75,117.149414,0.7294922
18094,736.7344,114.50781,0.9448242,633.7422,126.11133,0.7807617,697.7422,106.612305,0.5883789,707.1118,131.9709,0.5786133,718.08984,104.677734,0.85058594,699.32666,118.20117,0.75439453
18095,738.6045,115.112305,0.9501953,636.11774,123.32129,0.71972656,700.88184,107.07129,0.54052734,709.91406,132.07806,0.63623047,720.2422,106.35254,0.86376953,701.6289,120.046875,0.7583008
18096,742.084,115.94995,0.9038086,640.9258,122.33496,0.7919922,703.38477,108.477295,0.5498047,709.91406,133.62402,0.6503906,723.60864,106.87207,0.8696289,703.9492,120.34961,0.7290039
18097,744.29297,119.93555,0.88427734,643.53564,122.33496,0.71240234,707.312,108.477295,0.58447266,709.91406,135.47461,0.67333984,728.51953,108.34595,0.73828125,705.5996,120.34961,0.6894531
18098,749.6738,123.726074,0.9301758,646.61914,122.33496,0.5371094,711.23047,108.477295,0.5307617,708.93066,137.54297,0.66015625,733.5635,111.578125,0.6694336,707.06445,121.1875,0.6430664
18099,752.3633,125.54785,1,648.7461,122.759766,0.5864258,719.35156,108.477295,0.57470703,706.4863,140.02705,0.74316406,737.2988,111.8125,0.80566406,709.1455,121.1875,0.5415039
18100,755.96094,129.85742,1,649.5,123.7251,0.54785156,722.8281,110.66211,0.5600586,706.4863,142.79492,0.7109375,743.07227,112.859375,0.7319336,711.125,123.887085,0.5410156
18101,761.2988,133.0459,1,652.36914,124.67871,0.42163086,724.958,111.55078,0.53222656,706.4863,142.79492,0.66503906,748.6592,117.26074,0.7128906,714.4717,124.35498,0.53564453
18102,766.4629,134.54492,1,655.8535,127.41016,0.5605469,727.0664,111.56641,0.5449219,707.4678,142.79492,0.58935547,751.01953,117.4375,0.81640625,715.8491,124.62402,0.5957031
18103,769.22266,136.32422,1,657.3047,128.5586,0.6586914,729.5508,111.59375,0.5883789,710.2422,143.57812,0.58691406,751.31445,119.73047,0.9248047,720.2754,124.97656,0.6850586
18104,771.2427,136.32422,1,659.0508,129.21289,0.63427734,730.59375,112.52539,0.55078125,710.34766,143.84375,0.5834961,752.7871,120.609375,0.9614258,721.1426,124.97656,0.69433594
18105,772.2246,136.32422,1,662.05273,129.67969,0.72998047,737.08594,113.03711,0.5415039,712.28125,143.84375,0.5708008,755.2573,121.28906,0.95947266,723.1846,126.26367,0.72314453
18106,772.82324,136.32422,1,662.36523,131.0039,0.79345703,737.69336,114.05957,0.58203125,715.07227,145.13477,0.5439453,756.7749,121.86719,0.9506836,727.2656,126.79297,0.67285156
18107,773.0703,136.125,1,662.76953,131.62549,0.74658203,737.81445,115.53174,0.57128906,717.66504,147.09473,0.5058594,757.23926,122.24707,0.94970703,728.26953,127.58594,0.68115234
18108,773.1094,136.125,0.9711914,663.3633,136.64062,0.6621094,737.8965,117.13867,0.55126953,729.4199,148.89893,0.4567871,757.45996,122.81152,0.8935547,729.7207,129.90039,0.6333008
18109,773.1094,136.125,0.9326172,668.2029,136.81055,0.33911133,737.8965,118.18164,0.5449219,730.30176,150.69727,0.48266602,757.45996,122.887695,0.8779297,730.7295,132.6543,0.70410156
18110,773.0703,136.125,0.92041016,670.89453,137.40039,0.46923828,737.8965,118.94336,0.51171875,732.88525,150.7207,0.50634766,757.45996,123.007324,0.90234375,730.86914,133.55273,0.63427734
18111,773.3613,136.125,0.83935547,673.96094,138.96582,0.56884766,736.0586,121.36328,0.5336914,733.8252,150.7207,0.5551758,757.35645,123.09619,0.84521484,731.2666,136.98633,0.6347656
18112,773.3613,136.77148,0.75097656,676.97217,139.24951,0.40820312,736.0586,123.68286,0.51171875,732.88525,152.80469,0.4855957,757.35645,123.8891,0.7626953,732.98096,139.6123,0.6533203
18113,773.41406,136.77734,0.734375,680.15625,140.32666,0.31103516,736.0586,125.25293,0.50341797,734.64844,153.04688,0.5102539,757.35645,124.18115,0.7661133,736.31055,139.84961,0.63623047
18114,773.5293,138.44824,0.63134766,681.64453,141.37402,0.25390625,738.59766,126.0957,0.5083008,738.6885,155.17188,0.44750977,762.2295,130.02148,0.65478516,737.2871,141.14941,0.58496094
18115,775.4375,142.77539,0.67333984,683.65625,142.1836,0.21130371,746.52344,128.14062,0.48510742,745.5332,155.74219,0.4880371,766.41016,132.57031,0.74658203,743.0156,141.76172,0.6538086
18116,775.83984,147.17578,0.71240234,686.21094,142.39844,0.17785645,749.8203,128.19922,0.47265625,739.80457,159.4961,0.5546875,768.2383,134.72656,0.73583984,743.63086,144.55664,0.6870117
18117,780.3684,154.99805,0.9013672,686.4492,142.41992,0.4091797,752.5078,132.3457,0.5673828,741.83105,164.89893,0.671875,769.96875,140.00116,0.75146484,743.93164,146.91992,0.74658203
18118,785.9551,163.76477,0.9848633,690.74805,144.64062,0.7128906,755.11523,137.73047,0.63671875,743.3789,168.25,0.6772461,771.69775,149.28906,0.73291016,744.0547,148.69922,0.68896484
18119,789.62695,169.89648,0.89746094,693.2988,144.64062,0.67529297,764.39844,141.01367,0.62158203,743.3789,173.51367,0.68847656,776.6758,154.17773,0.67626953,744.25977,154.3711,0.7133789
18120,791.52344,175.86719,0.9868164,695.09766,145.39648,0.6904297,766.2656,142.28906,0.61328125,741.83105,174.28516,0.72021484,783.2617,155.25244,0.68847656,752.89844,154.71875,0.75683594
18121,792.8125,180.8877,1,695.1543,145.47852,0.7758789,768.7461,145.85742,0.73876953,741.83105,176.16016,0.73876953,783.3203,162.77344,0.69677734,754.43164,156.49219,0.85302734
18122,795.8886,184.27344,1,697.81445,145.47852,0.58935547,770.6836,148.28662,0.7207031,741.97656,176.82422,0.76123047,783.8906,165.4961,0.7158203,754.5283,156.94922,0.8129883
18123,800.08594,189.09375,1,700.6987,145.47852,0.50341797,773.3584,150.47852,0.6567383,741.97656,178.03027,0.7861328,787.96875,170.28418,0.8203125,754.6748,158.46875,0.84521484
18124,803.11816,190.77344,1,703.8535,144.32031,0.40454102,773.8164,151.68945,0.6220703,741.97656,179.31445,0.7788086,791.05664,172.51562,0.82177734,754.67676,160.32422,0.83496094
18125,805.1865,191.80664,1,707.03955,143.49805,0.4501953,774.22656,153.09375,0.58447266,742.6758,181.38574,0.8173828,792.78125,173.22656,0.74121094,754.8799,162.14062,0.82958984
18126,805.2012,191.80664,0.9824219,711.42773,143.49805,0.38110352,774.77344,156.96094,0.55078125,743.78906,182.76758,0.8125,794.2383,174.69531,0.68652344,755.20166,163.48193,0.7661133
18127,805.41797,191.80664,0.9116211,714.46387,143.49805,0.4506836,783.2617,159.83984,0.6274414,747.40625,184.10742,0.82958984,794.65625,175.0039,0.68115234,757.41406,165.86621,0.6791992
18128,805.7178,191.80664,0.91552734,720.3906,143.49805,0.30493164,783.9492,160.88281,0.6308594,751.0586,188.64844,0.8120117,796.33936,175.26953,0.6513672,766.23047,171.22607,0.67626953
18129,805.7178,191.35938,0.8930664,723.5703,143.58789,0.36987305,784.1113,161.16992,0.6513672,753.88477,191.07812,0.8144531,796.88135,175.28516,0.64453125,766.27734,172.37427,0.70703125
18130,805.7178,191.35938,0.8066406,726.0586,144.14062,0.4440918,785.0625,162.78027,0.6738281,759.0703,191.72266,0.7089844,797.6953,176.9082,0.6196289,771.9587,172.54297,0.8066406
18131,805.7178,191.95703,0.64941406,728.58594,144.96484,0.33398438,786.63965,165.94434,0.62109375,769.9336,192.10156,0.7192383,798.4531,180.19678,0.5961914,774.4746,174.98047,0.8779297
18132,805.7178,192.86719,0.6538086,732.9839,146.00586,0.28125,786.9072,167.49219,0.57128906,771.7405,194.3916,0.6894531,798.6367,183.125,0.5966797,775.4629,177.11328,0.8774414
18133,806.9883,193.69336,0.6977539,736.9961,146.60449,0.38378906,787.2051,171.25146,0.546875,771.85376,197.94824,0.69384766,801.4629,183.64453,0.58984375,776.25,179.4331,0.80859375
18134,811.73267,193.84766,0.71875,739.0703,148.41382,0.33935547,790.30273,177.07617,0.5703125,773.0498,198.75,0.67089844,801.70703,186.30664,0.5800781,776.4922,180.58057,0.69921875
18135,818.39355,199.86328,0.859375,741.93164,151.00195,0.33544922,793.1992,177.98633,0.55810547,774.5156,201.23633,0.6464844,805.6211,188.41602,0.71191406,777.2656,183.86133,0.60009766
18136,822.59375,204.99902,0.9091797,741.9512,153.88477,0.37231445,798.0703,178.02344,0.60058594,774.5156,201.58594,0.66064453,809.88086,190.70703,0.70996094,785.2051,187.84375,0.6586914
18137,823.1172,209.75195,1,744.71875,157.22266,0.40063477,801.41016,182.18164,0.6591797,774.5156,207.28516,0.7319336,813.7031,193.55273,0.71191406,785.3281,189.26172,0.8066406
18138,828.0181,214.20117,1,744.71875,161.53906,0.30688477,801.54297,186.77148,0.6484375,772.9883,209.7793,0.7661133,814.96094,201.5957,0.78222656,785.9746,190.51172,0.7705078
18139,831.71484,219.31592,0.98291016,744.71875,164.729,0.24951172,804.7676,188.88525,0.5332031,772.9883,211.87122,0.78125,819.7832,205.20508,0.85058594,786.2158,192.15039,0.75097656
18140,834.6367,224.70703,0.96777344,744.89453,168.55469,0.15844727,807.6387,192.3457,0.57421875,772.9883,213.41797,0.76708984,821.7754,207.63281,0.7783203,786.2158,194.125,0.69433594
18141,837.25,226.48438,0.9897461,744.3242,170.85156,0.18127441,815.3125,195.42432,0.65234375,774.72656,215.70703,0.78466797,825.2383,210.65332,0.73095703,786.4346,195.58057,0.64208984
18142,839.0469,228.33032,1,744.3242,172.59766,0.23876953,815.3125,196.07251,0.70703125,775.64844,217.20703,0.8408203,826.1914,213.52344,0.7631836,786.4346,198.48828,0.6958008
18143,841.1289,229.83594,1,744.3242,174.76953,0.24279785,815.3125,197.19043,0.72265625,776.4297,218.71094,0.8754883,828.5967,213.91406,0.7553711,786.54004,199.80469,0.6791992
18144,841.3262,229.83594,1,744.7383,176.85352,0.26464844,815.375,198.875,0.7260742,777.2969,219.89948,0.8569336,829.875,214.9336,0.74902344,786.6221,201.1211,0.65478516
18145,841.40625,229.83594,1,744.7383,177.63281,0.36450195,815.2422,199.3164,0.74609375,778.39844,223.26562,0.9086914,831.1172,214.9336,0.7236328,787.31934,204.1831,0.68115234
18146,841.52734,228.9253,1,747.35205,178.8789,0.40698242,815.2422,200.02148,0.7529297,778.8828,223.69336,0.82128906,831.375,215.08203,0.734375,787.75964,206.5,0.64208984
18147,841.52734,228.90137,0.98828125,747.3789,182.1543,0.46289062,815.2422,200.75,0.73828125,779.14844,223.71484,0.76171875,831.4238,215.08203,0.7338867,789.06445,206.5,0.64160156
18148,841.5996,228.89111,0.9711914,747.84143,183.59766,0.5292969,815.2422,201.09961,0.7270508,780.02344,225.55469,0.70166016,831.9199,215.20312,0.7211914,791.68555,207.02344,0.6533203
18149,841.87695,228.83936,0.9692383,748.84717,188.01392,0.26782227,815.10547,202.04297,0.7089844,782.2422,225.73047,0.67578125,832.28516,215.875,0.74121094,791.68555,207.31445,0.68115234
18150,841.87695,228.75977,0.9350586,748.5908,191.42969,0.2861328,815.10547,202.52148,0.65722656,787.5249,226.01172,0.62158203,833.4375,216.27539,0.7397461,792.1758,207.52734,0.74316406
18151,841.8906,228.75977,0.9267578,749.0488,192.21484,0.43017578,815.10547,202.91211,0.6645508,788.0303,228.45947,0.70410156,833.46094,216.69531,0.7919922,799.4453,211.32129,0.7451172
18152,841.87695,228.46777,0.9189453,749.12305,195.38184,0.49267578,815.3047,203.67578,0.64941406,790.1035,233.5957,0.74560547,833.5781,216.69531,0.7661133,800.04297,212.80518,0.70166016
18153,841.6953,228.31323,0.91259766,749.12305,196.9458,0.63720703,815.33594,204.40356,0.64404297,796.5,235.30469,0.6713867,833.46094,216.35938,0.76171875,800.41797,215.96484,0.6928711
18154,841.6953,227.41504,0.7817383,749.6748,198.92383,0.46313477,815.4219,205.45312,0.5776367,801.6406,237.84863,0.62890625,834.10156,216.71875,0.7651367,807.33594,219.54688,0.69921875
18155,841.91016,227.41504,0.63720703,750.6582,200.38281,0.36132812,815.4258,207.03125,0.5004883,802.8574,238.86328,0.60791016,834.4492,216.89258,0.7290039,807.5156,221.1875,0.6870117
18156,842.6719,227.41504,0.52734375,752.16797,203.53174,0.6489258,817.84766,208.80664,0.53759766,805.09375,240.45703,0.6230469,835.333,218.99805,0.7495117,809.36914,223.69531,0.76123047
18157,845.3164,230.09766,0.6274414,753.8203,206.32422,0.6323242,820.35596,209.96094,0.61816406,805.09375,240.88086,0.64453125,837.1592,220.49146,0.73095703,810.166,224.18945,0.78759766
18158,847.6406,233.39648,0.6699219,754.63574,209.71484,0.7133789,822.07227,212.4126,0.6279297,805.09375,245.31836,0.66748047,839.7578,223.2539,0.6503906,810.166,225.61523,0.8071289
18159,850.32227,239.50977,0.82910156,755.92633,212.36963,0.73779297,823.0625,216.96875,0.59375,804.354,248.13281,0.6870117,840.52734,231.0586,0.6923828,810.166,227.82959,0.7524414
18160,854.8672,244.74316,0.90185547,758.8125,213.7666,0.55029297,828.5156,219.67114,0.63183594,804.354,250.37207,0.71972656,840.75,234.4414,0.71484375,810.166,229.99219,0.6875
18161,854.96875,252.77246,0.9145508,760.2383,215.47656,0.35620117,831.7578,220.57031,0.5966797,804.354,252.76953,0.77001953,846.6758,234.68164,0.7036133,810.166,232.00781,0.62597656
18162,856.3203,257.0703,0.94140625,762.9297,215.62305,0.37036133,835.083,224.55664,0.7319336,804.40454,253.85059,0.77001953,847.3086,240.6914,0.6430664,814.4219,234.55469,0.73046875
18163,858.43164,262.98242,1,765.1123,215.82227,0.32788086,836.82666,227.82324,0.72216797,804.83984,254.57031,0.73095703,848.53125,242.28613,0.76464844,815.5664,235.74048,0.75683594
18164,862.85156,268.68945,1,767.52734,215.92383,0.2319336,842.9531,233.13477,0.7236328,806.0586,254.58203,0.7319336,850.9199,250.55273,0.79833984,815.6406,237.32812,0.7578125
18165,864.78125,274.4375,0.94970703,769.3867,215.82227,0.26293945,845.53906,234.77441,0.69628906,806.5508,256.7871,0.78271484,854.00977,253.88965,0.75927734,820.33203,237.44727,0.76123047
18166,868.38574,275.42627,0.92578125,771.8594,215.82227,0.28637695,846.16797,235.38086,0.65478516,807.33984,256.8672,0.7949219,854.6367,256.39648,0.80078125,820.98486,239.01172,0.8076172
18167,868.8711,277.72266,0.93310547,775.0586,215.20703,0.3449707,847.9922,237.8086,0.6591797,807.33984,258.04102,0.78759766,856.54297,258.58398,0.75927734,821.0615,240.22852,0.78271484
18168,869.8672,278.99805,0.98828125,778.4707,213.05176,0.37280273,848.64844,239.78906,0.68408203,808.2246,260.04254,0.83496094,858.53906,259.4673,0.7138672,821.2871,241.92578,0.7739258
18169,869.8672,279.5703,0.9746094,781.0654,213.05176,0.43847656,849.9043,241.51953,0.72753906,809.0801,261.2207,0.8535156,858.58984,260.8672,0.72753906,830.3828,245.90723,0.7006836
18170,870.22266,279.5703,0.94189453,783.30664,213.05176,0.38793945,850.89844,243.11865,0.7441406,810.1914,261.6875,0.81640625,858.6953,261.95312,0.7163086,831.9531,247.10547,0.6953125
