bodyparts,beak,beak,beak,tail,tail,tail,left_wing,left_wing,left_wing,right_wing,right_wing,right_wing,head,head,head,back,back,back
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
138,846.7539,251.99101,0.9189453,924.32324,319.85547,0.6508789,853.11914,284.87305,0.82666016,880.08203,267.70312,0.63134766,869.0205,256.54297,0.87109375,873.9219,280.28516,0.7583008
139,846.7539,251.77051,0.88134766,922.88477,320.18164,0.62158203,852.79346,283.81665,0.84228516,880.08203,267.5078,0.609375,869.0205,256.54297,0.80566406,873.89453,279.78516,0.7426758
140,845.96875,251.37549,0.90283203,920.9375,321.2461,0.67871094,852.28784,282.73047,0.8466797,880.08203,266.4297,0.62060547,867.9658,256.54297,0.8598633,873.85547,278.9082,0.7939453
141,845.251,250.35156,0.83251953,918.60547,321.85547,0.7368164,852.2876,282.6914,0.81347656,878.06445,263.0293,0.62939453,865.02734,256.28516,0.7993164,873.85547,277.3584,0.8203125
142,843.89874,245.80371,0.86865234,914.4336,321.9922,0.7915039,851.67163,282.28125,0.8208008,874.5508,261.1211,0.79052734,860.4114,256.23047,0.8457031,871.12305,276.20483,0.99316406
143,841.73047,241.54688,0.85253906,911.6465,321.9922,0.83447266,848.9922,282.28125,0.8730469,870.98047,259.0952,0.85791016,851.25684,254.30078,0.9746094,866.95215,274.9121,1
144,840.0508,240.58594,0.87158203,910.27734,321.9922,0.8046875,842.12305,282.3672,0.8574219,869.5703,258.8213,0.7446289,847.9219,253.6875,1,866.83594,274.9121,1
145,837.7158,240.16016,0.87841797,908.583,321.9922,0.7919922,841.3008,282.3672,0.8754883,867.8125,258.73535,0.71484375,847.1992,253.41992,1,864.8672,274.4121,1
146,834.501,238.4707,0.86279297,905.9375,321.9922,0.75146484,839.78125,282.8086,0.8466797,867.2344,257.32617,0.73095703,847.0156,253.00586,0.93652344,861.18945,274.4121,1
147,833.05273,238.0586,0.87841797,904.3594,321.87695,0.7651367,838.52344,282.8086,0.84375,866.4297,257.14453,0.77685547,845.8428,253.00586,0.9741211,857.91406,274.4121,1
148,832.8594,238.04688,0.8847656,899.6211,320.23633,0.88134766,837.0664,282.8086,0.79052734,864.6211,256.96484,0.82373047,844.1193,253.00586,0.9707031,857.4629,273.54688,0.9707031
149,832.85547,237.96777,0.8671875,896.6836,319.53516,0.87841797,834.4873,281.70312,0.76953125,861.9512,256.96484,0.8486328,843.2212,253.00586,0.89990234,855.62695,272.92773,1
150,832.8496,237.95117,0.89160156,895.1738,319.26562,0.85253906,833.3047,281.25,0.81396484,859.9658,256.96484,0.82666016,843.2212,252.83887,0.91064453,854.8906,272.28125,1
151,832.38477,237.95117,0.9057617,893.2588,317.80176,0.82910156,832.0371,280.1797,0.84375,858.6338,257.25,0.7441406,843.2212,252.77197,0.91796875,854.8906,272.28125,0.9824219
152,832.38477,237.8291,0.9033203,890.1094,317.21387,0.8173828,831.7383,279.94922,0.85791016,858.56445,258.19727,0.6381836,844.3645,252.521,0.90234375,854.21875,272.28125,0.9550781
153,832.38477,237.61816,0.91308594,888.9961,316.02255,0.84228516,830.6094,279.50586,0.90771484,858.56445,258.19727,0.56591797,844.999,252.4812,0.87158203,853.67676,272.65625,0.95947266
154,832.62305,237.50586,0.9067383,888.9961,314.48438,0.74902344,830.59766,279.2539,0.8671875,858.4746,259.10645,0.49682617,845.66895,252.20044,0.78808594,852.38525,273.6797,0.96435547
155,832.62305,237.36523,0.89453125,888.9961,312.66797,0.68359375,829.8281,279.04492,0.8388672,858.4746,260.30005,0.42871094,845.97656,251.45605,0.7475586,850.78906,273.6797,0.91015625
156,832.62305,236.48999,0.94384766,889.2422,309.02637,0.5751953,828.5078,278.2422,0.80908203,855.9629,260.30005,0.39257812,845.97656,250.03027,0.7988281,849.8086,273.6797,0.89404297
157,831.59766,236.48999,0.8232422,889.4531,307.563,0.61083984,825.66797,275.3042,0.7783203,853.9375,258.49512,0.42626953,845.97656,247.8086,0.7524414,848.8086,272.0332,0.87353516
158,822.12305,236.48999,0.8984375,890.1328,306.24805,0.52734375,824.4492,275.21436,0.8125,849.8125,258.49512,0.58740234,842.0039,245.6836,0.7192383,844.6362,269.13184,0.8105469
159,813.7383,235.69897,0.9277344,890.1328,306.24805,0.58691406,824.4492,275.21436,0.81103516,848.5039,255.21875,0.6196289,838.79297,241.3125,0.8989258,842.43164,267.1997,0.83251953
160,808.8965,235.69897,0.76416016,889.4531,305.93555,0.5839844,824.2246,275.3042,0.84375,846.0703,252.59766,0.65234375,833.0078,239.06836,0.8647461,841.06055,266.69238,0.8330078
161,803.86975,233.94531,0.8305664,888.1406,305.93555,0.85253906,824.1074,275.21436,0.8413086,845.84863,252.3711,0.6533203,829.94824,234.625,0.96435547,838.85156,266.57715,0.7944336
162,800.36523,232.96289,0.8520508,887.4336,305.93555,0.8457031,824.1074,275.21436,0.8457031,844.02356,251.92188,0.6328125,826.9414,234.48438,0.94140625,837.6582,265.8379,0.7866211
163,798.8242,232.96289,0.8833008,887.2285,304.41016,0.8569336,823.35547,274.85938,0.80810547,843.333,250.95312,0.6074219,824.4531,234.46094,1,837.19727,264.80273,0.77441406
164,798.26953,232.96289,0.88427734,886.916,303.8457,0.8696289,823.0625,274.08594,0.75439453,842.9873,250.16406,0.58447266,823.53516,234.20312,1,837.19727,264.32812,0.7519531
165,798.21094,233.08594,0.9008789,886.4922,303.2168,0.91259766,818.7637,269.05762,0.73046875,841.4492,245.87695,0.6074219,823.1758,234.20312,1,837.19727,263.83594,0.74316406
166,798.21094,233.1914,0.91845703,886.3457,302.49414,0.9038086,818.71094,268.77197,0.74902344,841.0664,245.38379,0.61621094,822.8594,234.20312,1,838.72266,260.8662,0.7783203
167,798.21094,233.36328,0.92333984,886.3457,301.5332,0.92041016,818.71094,268.54883,0.74560547,840.71094,244.42212,0.6357422,822.52344,234.20703,1,838.72266,259.80896,0.7915039
168,798.33203,233.40039,0.9267578,886.3457,299.7749,0.9038086,818.71094,267.95477,0.7578125,840.41797,243.43994,0.66015625,822.2031,234.21484,1,838.72266,258.62402,0.81933594
169,798.48047,233.54688,0.92041016,886.31836,298.38867,0.8876953,818.7285,267.72412,0.75634766,840.2988,242.3291,0.67333984,822.1426,234.26172,1,838.6367,257.91602,0.8178711
170,798.6758,233.54688,0.9238281,886.31836,296.57227,0.8774414,819.0542,267.30225,0.7939453,840.11914,241.34961,0.69628906,821.8506,234.35547,0.9970703,838.35547,256.86328,0.8417969
171,799.01953,233.59766,0.9082031,886.1953,295.5664,0.8803711,819.2461,266.47852,0.8144531,839.91016,240.63281,0.7104492,821.7715,234.35547,0.9814453,838.2422,255.96484,0.8564453
172,799.01953,233.62305,0.90234375,885.541,294.3086,0.8564453,819.24805,265.41992,0.83447266,839.60156,239.66406,0.7260742,821.72754,234.35547,0.96240234,837.9287,255.86328,0.83154297
173,799.01953,233.59766,0.89746094,885.45703,294.0254,0.84716797,819.47266,264.77734,0.84277344,839.14453,238.88672,0.7294922,821.36816,234.1914,0.95410156,834.9678,255.25586,0.83251953
174,798.9961,233.51367,0.9057617,885.14453,293.18164,0.87939453,819.47266,264.4336,0.85009766,838.6758,238.33203,0.7319336,820.86475,234.16406,0.94628906,834.6377,254.89258,0.8457031
175,798.9492,233.46484,0.8964844,884.83057,292.4829,0.875,819.47266,264.2246,0.8491211,838.2617,238.33203,0.7265625,820.4773,234.03906,0.92822266,834.2617,254.89258,0.8540039
176,798.91016,233.24414,0.8823242,884.7637,291.6194,0.8442383,818.4658,263.98438,0.8671875,837.78906,238.33203,0.72265625,819.9165,233.91016,0.9145508,833.84375,254.36328,0.85595703
177,797.9844,233.24414,0.90625,884.5137,291.53833,0.86572266,818.0322,263.92383,0.85546875,835.20264,238.375,0.7260742,818.7012,233.19531,0.9453125,833.10547,253.61328,0.8540039
178,797.2969,233.03125,0.89941406,883.6653,290.58984,0.81347656,817.76953,263.59375,0.84716797,834.92285,238.375,0.71875,817.4922,231.93945,0.9580078,832.6719,253.13672,0.86376953
179,796.59766,233.03125,0.8486328,883.4199,290.51367,0.8232422,816.07227,263.5,0.84033203,834.51855,238.375,0.7104492,816.3379,230.2207,0.9399414,832.1113,252.28247,0.8725586
180,794.83594,233.03125,0.8022461,883.4199,290.51172,0.8364258,816.07227,263.5,0.86328125,833.9336,237.71094,0.7084961,816.3379,227.82678,0.90478516,831.39844,251.40918,0.8911133
181,794.1836,231.7793,0.7602539,883.4199,290.16016,0.82714844,816.07227,263.70312,0.84277344,833.2422,236.67578,0.6660156,815.4258,226.14453,0.8330078,830.5,250.32324,0.9082031
182,792.69336,230.86133,0.7480469,883.5747,289.75586,0.80908203,815.7344,263.5,0.84521484,833.0625,235.91406,0.6513672,815.13477,224.95312,0.81884766,830.26953,249.6875,0.9038086
183,791.58203,230.32617,0.75439453,883.5747,288.89844,0.80908203,815.58594,262.93945,0.8378906,832.7051,235.51562,0.63183594,815.13477,224.10352,0.8305664,830.1406,249.13477,0.88427734
184,791.1094,230.32227,0.7583008,883.5747,288.63672,0.8129883,815.58594,262.15234,0.82714844,832.4238,235.36719,0.6352539,815.2383,223.85352,0.83740234,829.98047,249.01562,0.86816406
185,790.84766,230.16797,0.7524414,883.11914,288.34766,0.82373047,815.40625,262.01367,0.8354492,832.2988,235.27344,0.6298828,815.209,223.83203,0.8413086,829.7031,248.66016,0.87158203
186,790.625,230.11523,0.7495117,881.6367,287.41406,0.82958984,815.39453,261.8047,0.84228516,832.2988,235.19531,0.6225586,815.13477,223.82812,0.83935547,829.4219,248.36719,0.8769531
187,790.5469,230.11523,0.7529297,881.4219,287.41406,0.83740234,815.3906,261.5459,0.8461914,832.2988,234.75,0.6152344,815,223.80273,0.82958984,829.3242,247.89453,0.87939453
188,790.5469,230.11523,0.7573242,881.2344,287.41406,0.8461914,815.35156,261.29004,0.8491211,833.35156,232.7539,0.61279297,815,223.80273,0.8183594,829.0664,247.47266,0.88183594
189,790.5781,230.18555,0.7583008,880.5547,287.5625,0.8491211,815.1875,261.29004,0.8496094,833.35156,232.62695,0.6142578,814.9492,223.80273,0.8203125,828.8203,247.32422,0.8911133
190,790.58594,230.22266,0.7636719,880.34375,287.83984,0.86621094,815.0039,261.29004,0.85009766,833.35156,232.5918,0.6142578,814.94336,223.80078,0.81640625,828.5781,247.30078,0.8881836
191,790.5781,230.2793,0.7661133,880.0703,287.83984,0.87402344,814.7969,261.36035,0.85009766,833.1875,232.48242,0.61279297,814.8906,223.80078,0.8198242,828.34375,247.28516,0.8925781
192,790.5781,230.3164,0.7636719,879.7832,287.83984,0.8754883,814.5742,261.3955,0.84472656,832.9375,232.43945,0.61279297,814.74805,223.77148,0.8208008,827.9922,247.27734,0.89501953
193,790.58594,230.38672,0.76708984,879.69727,287.83984,0.89208984,814.53125,261.41895,0.85058594,832.83594,232.4082,0.61279297,814.74805,223.77148,0.82128906,827.89844,247.26562,0.8886719
194,790.58984,230.41406,0.77197266,879.52734,287.80273,0.9082031,814.4492,261.45312,0.8486328,832.71484,232.4082,0.61083984,814.74805,223.77148,0.8154297,827.71094,247.26562,0.88134766
195,790.6133,230.45703,0.7714844,879.48047,287.7832,0.9238281,814.27734,261.48145,0.84765625,832.5176,232.4082,0.6118164,814.8574,223.77148,0.8100586,827.4453,247.26562,0.875
196,790.6133,230.4961,0.77001953,879.48047,287.70703,0.9433594,814.22266,261.48145,0.85058594,832.47266,232.4082,0.60839844,814.8574,223.81055,0.8051758,827.3828,247.2461,0.87060547
197,790.6172,230.4961,0.7739258,879.48047,287.30078,0.9267578,814.21875,261.48145,0.84814453,832.3906,232.33203,0.61279297,814.8574,223.81055,0.80810547,827.3125,247.1914,0.86621094
198,790.6289,230.4961,0.7739258,879.49023,286.91406,0.91259766,814.21094,261.44434,0.84472656,832.33203,232.27148,0.61328125,814.8281,223.81055,0.81103516,827.2656,247.15625,0.86621094
199,790.6172,230.4961,0.77441406,879.5957,286.5957,0.9213867,814.1289,261.417,0.8461914,832.1719,232.2207,0.61083984,814.75977,223.78516,0.8071289,827.16406,247.14062,0.85791016
200,790.60156,230.4961,0.77197266,879.5957,286.5957,0.93115234,814.08594,261.31055,0.84375,832,232.15039,0.61035156,814.75977,223.76367,0.7998047,827.1328,247.14062,0.8540039
201,790.6289,230.71094,0.75927734,879.5957,286.5957,0.93115234,814.08594,261.15918,0.8457031,832,231.83203,0.61328125,814.75977,223.76367,0.8129883,826.9219,247.14062,0.85302734
202,790.7344,232.4336,0.73339844,879.4219,286.70508,0.93408203,814.08594,261.15918,0.8496094,832,231.5664,0.62597656,814.53125,223.78516,0.86816406,826.7031,247.04297,0.86816406
203,790.84375,234.20703,0.7138672,878.89453,286.82617,0.9238281,814.1133,261.15918,0.8564453,832.16406,231.15625,0.64208984,814.28516,224.17578,0.8671875,826.7031,247.04297,0.9013672
204,791.16406,237.8789,0.67089844,878.35547,287.32227,0.92822266,815.15625,261.65332,0.8852539,832.3965,230.74219,0.67529297,813.8418,225.52148,0.97509766,826.7031,247.04297,0.92871094
205,791.16406,242.5039,0.61572266,877.5156,287.45703,0.8852539,822.1406,263.31055,0.953125,832.3965,226.90039,0.7338867,810.16406,227.6289,0.9291992,826.7969,245.84375,0.95166016
206,791.16406,245.21094,0.62109375,877.3506,287.45703,0.8901367,823.03906,263.38086,0.9658203,832.3965,225.87305,0.8027344,808.58203,228.6958,0.88427734,829.41016,244.3711,0.95654297
207,790.5117,245.95996,0.6669922,877.30566,287.45703,0.9042969,823.8125,263.38086,0.9848633,832.1172,225.04102,0.8339844,807.21875,229.55957,0.84716797,829.41016,243.69434,0.94140625
208,790.3594,246.5332,0.6875,877.30566,286.75977,0.9379883,824.2324,263.38086,0.98339844,831.71094,224.36914,0.8491211,806.85547,230.16992,0.80566406,829.41016,243.1084,0.9326172
209,790.3594,247.02539,0.7001953,877.2822,286.36914,0.93652344,824.69727,263.42773,0.98876953,831.1406,223.74219,0.8432617,806.85547,230.40234,0.7705078,829.27344,242.68164,0.92333984
210,790.3594,247.23438,0.70214844,877.2822,285.80176,0.9316406,825.06445,263.34766,0.98779297,830.9375,223.33203,0.8354492,806.85547,230.45703,0.76220703,829.27344,242.4043,0.92285156
211,790.46484,247.4961,0.70654297,877.17773,285.77344,0.9199219,825.3125,263.28906,0.99121094,830.61523,223.05078,0.83203125,807.26953,230.54883,0.75439453,829.2383,242.21289,0.9169922
212,790.5078,247.8418,0.70166016,877.17773,285.3047,0.91845703,825.3125,262.87695,0.9921875,830.4844,222.41406,0.8286133,807.9336,230.55078,0.74853516,829.2383,241.50195,0.9111328
213,790.72656,247.86133,0.70996094,876.9409,285.0586,0.91503906,825.3125,262.6953,0.98291016,830.2656,222.2539,0.81933594,808.01953,230.56055,0.73583984,829.3047,241.48438,0.9038086
214,790.73047,247.98438,0.6796875,876.51855,284.5498,0.90478516,825.2637,262.5586,0.9785156,829.7285,222.02734,0.82910156,809.05273,230.76953,0.7167969,829.64746,241.48438,0.8774414
215,790.73047,248.08984,0.6743164,875.8248,284.43408,0.87109375,824.7949,262.5586,0.97998047,829.7285,222.02734,0.8203125,809.11523,230.76953,0.7158203,829.64746,241.46289,0.89453125
216,790.73047,248.08984,0.66308594,875.6133,284.40625,0.8354492,824.5957,262.5586,0.97998047,829.5752,222.02734,0.8359375,809.11523,230.91016,0.7182617,829.6924,241.50195,0.90283203
217,790.73047,248.08984,0.66796875,875.2344,284.2578,0.7998047,824.19336,262.5586,0.98876953,829.36816,222.32422,0.8208008,809.11523,230.91797,0.7319336,829.6738,241.91406,0.8833008
218,790.77344,247.86328,0.59765625,875.02734,283.18262,0.78271484,823.34766,262.57422,0.98779297,828.90186,222.66797,0.8232422,808.375,230.9961,0.7246094,829.6738,242.51758,0.88378906
219,791.22266,247.86328,0.55126953,874.7705,281.95508,0.8222656,817.20703,262.79102,0.99560547,827.7623,222.76562,0.79785156,808.375,230.9961,0.7089844,829.1289,242.71484,0.8769531
220,791.22266,245.20312,0.5131836,874.46484,280.69922,0.7890625,817.1992,263.22656,1,826.41406,223.34766,0.7890625,808.3379,231.25781,0.6923828,828.8447,242.71484,0.87158203
221,791.52734,245.00781,0.49560547,873.60547,279.7539,0.8149414,816.46875,263.16016,0.9707031,825.24414,223.34766,0.75,808.1367,231.51953,0.6894531,828.72656,242.71484,0.859375
222,791.22266,245.00781,0.47680664,872.959,277.02246,0.80615234,815.28516,263.35547,0.9892578,821.7461,224.125,0.72021484,804.8174,231.51953,0.6323242,827.7627,242.59473,0.8623047
223,791.22266,249.3125,0.3701172,871.82227,276.95703,0.85009766,815.21875,263.35547,0.9790039,820.08594,224.18164,0.69970703,804.39575,231.51953,0.5258789,825.96484,242.59473,0.95751953
224,791.0996,261.20312,0.20263672,871.06836,275.59644,0.82421875,814.64844,263.76172,0.9423828,816.66016,224.67969,0.5761719,804.36646,231.54883,0.5078125,823.7324,242.59473,0.94677734
225,786.8828,261.20312,0.21960449,869.91406,274.2334,0.80371094,812.65576,265.07422,0.96435547,816.5254,224.69922,0.60498047,803.6599,231.82227,0.5019531,821.99414,243.21338,0.9794922
226,781.28125,261.20312,0.21728516,868.4595,273.81055,0.859375,811.9612,265.48047,1,812.3269,226.15527,0.7001953,800.8262,237.2539,0.6142578,819.5242,244.23083,0.9458008
227,780.33716,256.32422,0.37695312,865.7754,272.85156,0.8198242,811.5493,269.02344,1,810.79785,226.3291,0.77734375,798.21875,237.79297,0.6064453,813.83203,245.53516,1
228,775.28125,248.09766,0.46069336,865.1387,271.97852,0.83984375,810.08594,269.02344,0.98339844,809.14844,228.19751,0.7597656,791.04297,238.22266,0.6435547,812.2578,246.49414,0.87939453
229,768.5371,244.25781,0.625,864.4004,270.85742,0.84814453,802.0879,269.02344,0.9472656,806.8594,228.92969,0.7158203,788.4746,238.57422,0.75439453,809.6328,246.80469,0.8911133
230,763.9922,240.65234,0.68115234,861.89844,268.6709,0.84765625,796.245,268.96875,0.8803711,804.365,228.99902,0.68115234,785.4121,238.78125,0.74316406,809.60547,247.05273,0.93896484
231,758.9219,240.20703,0.6767578,860.405,266.6787,0.80566406,795.75854,268.96875,0.8666992,800.2715,229.04688,0.74121094,777.86914,241.25977,0.67626953,807.4863,248.17969,0.9584961
232,754.89453,240.20703,0.7104492,859.3037,264.54492,0.79296875,795.59766,268.96875,0.8803711,797.5,229.40625,0.70458984,773.23145,241.25977,0.6699219,805.05176,248.33203,0.8959961
233,752.31055,240.21484,0.67871094,858.1748,261.50684,0.7783203,795.59766,269.7578,0.8520508,797.3203,230.29297,0.6933594,772.9961,241.30664,0.63134766,802.68164,249.46289,0.8618164
234,751.5781,240.10547,0.6689453,855.08984,259.93292,0.7314453,795.34766,270.5078,0.8720703,796.70703,230.8789,0.6845703,772.8447,241.32227,0.6826172,802.2012,250.08789,0.8691406
235,751.4883,240.10547,0.6538086,853.61426,258.1709,0.70947266,794.61426,270.61133,0.7841797,795.0171,230.90625,0.62060547,772.7334,241.3789,0.62597656,801.2988,250.75,0.8286133
236,751.3828,240.14453,0.6538086,852.97314,256.5625,0.58251953,789.44727,271.0078,0.78466797,792.875,231.07031,0.6176758,772.71875,242.1084,0.60009766,800.1426,251.12354,0.7832031
237,751.03125,240.14453,0.66552734,852.02124,255.82422,0.6611328,788.8574,271.22656,0.8256836,790.334,231.10547,0.6411133,770.3789,244.85938,0.5756836,797.64844,251.33105,0.7192383
238,750.9961,240.14453,0.65966797,850.584,255.37305,0.73095703,788.5503,270.83594,0.81640625,787.4595,231.23828,0.6582031,768.94727,246.4414,0.5756836,792.5156,251.36523,0.7109375
239,750.91797,240.2539,0.6879883,848.5469,253.2539,0.6401367,788.5503,271.27344,0.80322266,785.18555,231.23828,0.66845703,768.27734,246.70703,0.56884766,791.38086,251.66064,0.7602539
240,750.91797,240.26562,0.70410156,846.709,251.7594,0.60498047,782.84375,271.27344,0.79296875,783.8906,231.46875,0.66308594,767.60547,247.01953,0.56591797,790.5742,251.95728,0.7763672
241,750.91797,240.27344,0.7006836,844.626,251.16797,0.64990234,780.98535,270.89844,0.7680664,783.28906,231.5039,0.66064453,767.60547,247.01953,0.5498047,789.5508,251.95728,0.78271484
242,750.9414,240.30078,0.66552734,842.77734,251.16797,0.6767578,780.98535,270.89844,0.76708984,783.1543,231.5039,0.6503906,767.60547,247.01953,0.51660156,788.6426,251.95728,0.7792969
243,750.9414,240.75,0.60498047,840.1289,251.16797,0.78222656,781.0615,271.27344,0.82177734,782.6211,231.46875,0.7011719,770.79004,247.66797,0.4345703,788.5332,250.97363,0.75439453
244,750.9414,241.36719,0.61328125,838.63477,252.15857,0.7607422,781.0615,271.53906,0.84228516,781.84375,231.02539,0.74560547,770.79004,244.30249,0.4736328,788.4585,250.87598,0.76464844
245,750.1914,241.50781,0.5966797,836.4426,252.15857,0.78222656,780.98535,271.53906,0.84228516,779.9759,230.31836,0.7626953,770.79004,243.50269,0.48291016,785.3086,250.54785,0.7260742
246,746.76953,241.50781,0.47973633,834.3086,252.15857,0.68603516,780.88135,271.53906,0.8183594,776.2754,230.22266,0.7192383,758.4004,243.50269,0.56347656,781.4072,248.5664,0.7348633
247,743.9004,241.47266,0.56933594,831.98047,251.63403,0.64990234,773.50586,270.68555,0.75878906,774.5801,229.71875,0.70703125,756.99023,242.09766,0.6308594,779.8125,248.1836,0.73876953
248,739.61426,241.47266,0.71435547,829.3711,250.68945,0.6459961,764.9756,267.89062,0.77197266,772.13257,229.35547,0.6826172,755.0864,241.88281,0.70947266,779.7512,247.40039,0.7651367
249,737.8008,239.7461,0.7675781,827.6199,250.68945,0.71240234,764.8545,266.88672,0.76904297,770.89844,229.21875,0.67041016,753.9883,240.88672,0.6855469,778.2578,246.35547,0.79589844
